PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29218458","Evaluation of amyloid status in a cohort of elderly individuals with memory complaints: validation of the method of quantification and determination of positivity thresholds","Habert MO, Bertin H, Labit M, Diallo M, Marie S, Martineau K, Kas A, Causse-Lemercier V, Bakardjian H, Epelbaum S, Chételat G, Houot M, Hampel H, Dubois B, Mangin JF; INSIGHT-AD study group.","Ann Nucl Med. 2018 Feb;32(2):75-86. doi: 10.1007/s12149-017-1221-0. Epub 2017 Dec 7.","Habert MO","Ann Nucl Med","2018","2017/12/09","","","10.1007/s12149-017-1221-0"
"33815051","Quantification of Cognitive Function in Alzheimer's Disease Based on Deep Learning","He Y, Wu J, Zhou L, Chen Y, Li F, Qian H.","Front Neurosci. 2021 Mar 17;15:651920. doi: 10.3389/fnins.2021.651920. eCollection 2021.","He Y","Front Neurosci","2021","2021/04/05","PMC8010261","","10.3389/fnins.2021.651920"
"33665002","Comparison of machine learning approaches for enhancing Alzheimer's disease classification","Li Q, Yang MQ.","PeerJ. 2021 Feb 25;9:e10549. doi: 10.7717/peerj.10549. eCollection 2021.","Li Q","PeerJ","2021","2021/03/05","PMC7916537","","10.7717/peerj.10549"
"32925201","Predicting Mental Decline Rates in Mild Cognitive Impairment From Baseline MRI Volumetric Data","Nguyen XV, Candemir S, Erdal BS, White RD, Prevedello LM.","Alzheimer Dis Assoc Disord. 2021 Jan-Mar 01;35(1):1-7. doi: 10.1097/WAD.0000000000000406.","Nguyen XV","Alzheimer Dis Assoc Disord","2021","2020/09/14","","","10.1097/WAD.0000000000000406"
"33421355","Amyloid-β, cortical thickness, and subsequent cognitive decline in cognitively normal oldest-old","Pelkmans W, Legdeur N, Ten Kate M, Barkhof F, Yaqub MM, Holstege H, van Berckel BNM, Scheltens P, van der Flier WM, Visser PJ, Tijms BM.","Ann Clin Transl Neurol. 2021 Feb;8(2):348-358. doi: 10.1002/acn3.51273. Epub 2021 Jan 9.","Pelkmans W","Ann Clin Transl Neurol","2021","2021/01/09","PMC7886045","","10.1002/acn3.51273"
"33579858","Blinded Clinical Evaluation for Dementia of Alzheimer's Type Classification Using FDG-PET: A Comparison Between Feature-Engineered and Non-Feature-Engineered Machine Learning Methods","Ma D, Yee E, Stocks JK, Jenkins LM, Popuri K, Chausse G, Wang L, Probst S, Beg MF.","J Alzheimers Dis. 2021;80(2):715-726. doi: 10.3233/JAD-201591.","Ma D","J Alzheimers Dis","2021","2021/02/13","","","10.3233/JAD-201591"
"29063505","Control beliefs are associated with preserved memory function in the face of low hippocampal volume among diverse older adults","Zahodne LB, Schupf N, Brickman AM.","Brain Imaging Behav. 2018 Aug;12(4):1112-1120. doi: 10.1007/s11682-017-9776-x.","Zahodne LB","Brain Imaging Behav","2018","2017/10/25","PMC5912994","NIHMS915134","10.1007/s11682-017-9776-x"
"33517817","Detection of brain lesion location in MRI images using convolutional neural network and robust PCA","Ahmadi M, Sharifi A, Jafarian Fard M, Soleimani N.","Int J Neurosci. 2021 Feb 12:1-12. doi: 10.1080/00207454.2021.1883602. Online ahead of print.","Ahmadi M","Int J Neurosci","2021","2021/02/01","","","10.1080/00207454.2021.1883602"
"33617991","Translating amyloid PET of different radiotracers by a deep generative model for interchangeability","Kang SK, Choi H, Lee JS; Alzheimer's Disease Neuroimaging Initiative.","Neuroimage. 2021 May 15;232:117890. doi: 10.1016/j.neuroimage.2021.117890. Epub 2021 Feb 19.","Kang SK","Neuroimage","2021","2021/02/22","","","10.1016/j.neuroimage.2021.117890"
"33729932","Age-Net: An MRI-Based Iterative Framework for Brain Biological Age Estimation","Armanious K, Abdulatif S, Shi W, Salian S, Kustner T, Weiskopf D, Hepp T, Gatidis S, Yang B.","IEEE Trans Med Imaging. 2021 Mar 17;PP. doi: 10.1109/TMI.2021.3066857. Online ahead of print.","Armanious K","IEEE Trans Med Imaging","2021","2021/03/17","","","10.1109/TMI.2021.3066857"
"33498908","Brain Asymmetry Detection and Machine Learning Classification for Diagnosis of Early Dementia","Herzog NJ, Magoulas GD.","Sensors (Basel). 2021 Jan 24;21(3):778. doi: 10.3390/s21030778.","Herzog NJ","Sensors (Basel)","2021","2021/01/27","PMC7865614","","10.3390/s21030778"
"33512838","PET/CT for Brain Amyloid: A Feasibility Study for Scan Time Reduction by Deep Learning","Lee S, Jung JH, Kim D, Lim HK, Park MA, Kim G, So M, Yoo SK, Ye BS, Choi Y, Yun M.","Clin Nucl Med. 2021 Mar 1;46(3):e133-e140. doi: 10.1097/RLU.0000000000003471.","Lee S","Clin Nucl Med","2021","2021/01/29","","","10.1097/RLU.0000000000003471"
"33444359","Effect of aerobic exercise on amyloid accumulation in preclinical Alzheimer's: A 1-year randomized controlled trial","Vidoni ED, Morris JK, Watts A, Perry M, Clutton J, Van Sciver A, Kamat AS, Mahnken J, Hunt SL, Townley R, Honea R, Shaw AR, Johnson DK, Vacek J, Burns JM.","PLoS One. 2021 Jan 14;16(1):e0244893. doi: 10.1371/journal.pone.0244893. eCollection 2021.","Vidoni ED","PLoS One","2021","2021/01/14","PMC7808620","","10.1371/journal.pone.0244893"
"33784628","Lacsogram: a New EEG Tool to Diagnose Alzheimer's Disease","Rodrigues PM, Bispo BC, Garrett C, Alves D, Teixeira JP, Freitas D.","IEEE J Biomed Health Inform. 2021 Mar 30;PP. doi: 10.1109/JBHI.2021.3069789. Online ahead of print.","Rodrigues PM","IEEE J Biomed Health Inform","2021","2021/03/30","","","10.1109/JBHI.2021.3069789"
"33553356","Temporal dynamic changes of intrinsic brain activity in Alzheimer's disease and mild cognitive impairment patients: a resting-state functional magnetic resonance imaging study","Li T, Liao Z, Mao Y, Hu J, Le D, Pei Y, Sun W, Lin J, Qiu Y, Zhu J, Chen Y, Qi C, Ye X, Su H, Yu E.","Ann Transl Med. 2021 Jan;9(1):63. doi: 10.21037/atm-20-7214.","Li T","Ann Transl Med","2021","2021/02/08","PMC7859807","","10.21037/atm-20-7214"
"33567381","Deep sparse graph functional connectivity analysis in AD patients using fMRI data","Ahmadi H, Fatemizadeh E, Motie-Nasrabadi A.","Comput Methods Programs Biomed. 2021 Apr;201:105954. doi: 10.1016/j.cmpb.2021.105954. Epub 2021 Jan 31.","Ahmadi H","Comput Methods Programs Biomed","2021","2021/02/10","","","10.1016/j.cmpb.2021.105954"
"33583080","Onset of Preclinical Alzheimer Disease in Monozygotic Twins","Konijnenberg E, Tomassen J, den Braber A, Ten Kate M, Yaqub M, Mulder SD, Nivard MG, Vanderstichele H, Lammertsma AA, Teunissen CE, van Berckel BNM, Boomsma DI, Scheltens P, Tijms BM, Visser PJ.","Ann Neurol. 2021 May;89(5):987-1000. doi: 10.1002/ana.26048. Epub 2021 Mar 4.","Konijnenberg E","Ann Neurol","2021","2021/02/14","","","10.1002/ana.26048"
"33829706","[A Preliminary Study of Applying Geometric Deep Learning in Brain Morphometry for Diagnosis of Alzheimer's Disease]","Xie W, Sun HQ, Chen JW, Zeng Y, Xu X, Li ZL, Xia CC.","Sichuan Da Xue Xue Bao Yi Xue Ban. 2021 Mar;52(2):300-305. doi: 10.12182/20210360103.","Xie W","Sichuan Da Xue Xue Bao Yi Xue Ban","2021","2021/04/08","","","10.12182/20210360103"
"33553358","Disrupted balance of long and short-range functional connectivity density in Alzheimer's disease (AD) and mild cognitive impairment (MCI) patients: a resting-state fMRI study","Mao Y, Liao Z, Liu X, Li T, Hu J, Le D, Pei Y, Sun W, Lin J, Qiu Y, Zhu J, Chen Y, Qi C, Su H, Yu E.","Ann Transl Med. 2021 Jan;9(1):65. doi: 10.21037/atm-20-7019.","Mao Y","Ann Transl Med","2021","2021/02/08","PMC7859805","","10.21037/atm-20-7019"
"33656999","Multi-Task Weakly-Supervised Attention Network for Dementia Status Estimation With Structural MRI","Lian C, Liu M, Wang L, Shen D.","IEEE Trans Neural Netw Learn Syst. 2021 Mar 3;PP. doi: 10.1109/TNNLS.2021.3055772. Online ahead of print.","Lian C","IEEE Trans Neural Netw Learn Syst","2021","2021/03/03","","","10.1109/TNNLS.2021.3055772"
"33588019","A 3D densely connected convolution neural network with connection-wise attention mechanism for Alzheimer's disease classification","Zhang J, Zheng B, Gao A, Feng X, Liang D, Long X.","Magn Reson Imaging. 2021 May;78:119-126. doi: 10.1016/j.mri.2021.02.001. Epub 2021 Feb 13.","Zhang J","Magn Reson Imaging","2021","2021/02/15","","","10.1016/j.mri.2021.02.001"
"33835723","The predictive value of normal EEGs in dementia due to Alzheimer's disease","Briels CT, Stam CJ, Scheltens P, Gouw AA.","Ann Clin Transl Neurol. 2021 Apr 9. doi: 10.1002/acn3.51339. Online ahead of print.","Briels CT","Ann Clin Transl Neurol","2021","2021/04/09","","","10.1002/acn3.51339"
"33634751","Guidelines for the use and interpretation of assays for monitoring autophagy (4th edition)(1)","Klionsky DJ, Abdel-Aziz AK, Abdelfatah S, Abdellatif M, Abdoli A, Abel S, Abeliovich H, Abildgaard MH, Abudu YP, Acevedo-Arozena A, Adamopoulos IE, Adeli K, Adolph TE, Adornetto A, Aflaki E, Agam G, Agarwal A, Aggarwal BB, Agnello M, Agostinis P, Agrewala JN, Agrotis A, Aguilar PV, Ahmad ST, Ahmed ZM, Ahumada-Castro U, Aits S, Aizawa S, Akkoc Y, Akoumianaki T, Akpinar HA, Al-Abd AM, Al-Akra L, Al-Gharaibeh A, Alaoui-Jamali MA, Alberti S, Alcocer-Gómez E, Alessandri C, Ali M, Alim Al-Bari MA, Aliwaini S, Alizadeh J, Almacellas E, Almasan A, Alonso A, Alonso GD, Altan-Bonnet N, Altieri DC, Álvarez ÉMC, Alves S, Alves da Costa C, Alzaharna MM, Amadio M, Amantini C, Amaral C, Ambrosio S, Amer AO, Ammanathan V, An Z, Andersen SU, Andrabi SA, Andrade-Silva M, Andres AM, Angelini S, Ann D, Anozie UC, Ansari MY, Antas P, Antebi A, Antón Z, Anwar T, Apetoh L, Apostolova N, Araki T, Araki Y, Arasaki K, Araújo WL, Araya J, Arden C, Arévalo MA, Arguelles S, Arias E, Arikkath J, Arimoto H, Ariosa AR, Armstrong-James D, Arnauné-Pelloquin L, Aroca A, Arroyo DS, Arsov I, Artero R, Asaro DML, Aschner M, Ashrafizadeh M, Ashur-Fabian O, Atanasov AG, Au AK, Auberger P, Auner HW, Aurelian L, et al.","Autophagy. 2021 Jan;17(1):1-382. doi: 10.1080/15548627.2020.1797280. Epub 2021 Feb 8.","Klionsky DJ","Autophagy","2021","2021/02/26","PMC7996087","","10.1080/15548627.2020.1797280"
"33729958","Tensorizing GAN With High-Order Pooling for Alzheimer's Disease Assessment","Yu W, Lei B, Ng MK, Cheung AC, Shen Y, Wang S.","IEEE Trans Neural Netw Learn Syst. 2021 Mar 17;PP. doi: 10.1109/TNNLS.2021.3063516. Online ahead of print.","Yu W","IEEE Trans Neural Netw Learn Syst","2021","2021/03/17","","","10.1109/TNNLS.2021.3063516"
"33865867","Degradation of Alzheimer's amyloid-β by a catalytically inactive insulin-degrading enzyme","Sahoo BR, Kumar Panda P, Liang W, Tang WJ, Ahuja R, Ramamoorthy A.","J Mol Biol. 2021 Apr 15:166993. doi: 10.1016/j.jmb.2021.166993. Online ahead of print.","Sahoo BR","J Mol Biol","2021","2021/04/18","","","10.1016/j.jmb.2021.166993"
"33553357","EEG power spectral analysis reveals tandospirone improves anxiety symptoms in patients with Alzheimer's disease: a prospective cohort study","Liao Z, Zhao X, Li T, Mao Y, Hu J, Le D, Pei Y, Chen Y, Qiu Y, Zhu J, Lin J, Su H, Zhang L, Yu E.","Ann Transl Med. 2021 Jan;9(1):64. doi: 10.21037/atm-20-6647.","Liao Z","Ann Transl Med","2021","2021/02/08","PMC7859764","","10.21037/atm-20-6647"
"33694298","A population-based study of head injury, cognitive function and pathological markers","James SN, Nicholas JM, Lane CA, Parker TD, Lu K, Keshavan A, Buchanan SM, Keuss SE, Murray-Smith H, Wong A, Cash DM, Malone IB, Barnes J, Sudre CH, Coath W, Prosser L, Ourselin S, Modat M, Thomas DL, Cardoso J, Heslegrave A, Zetterberg H, Crutch SJ, Schott JM, Richards M, Fox NC.","Ann Clin Transl Neurol. 2021 Apr;8(4):842-856. doi: 10.1002/acn3.51331. Epub 2021 Mar 11.","James SN","Ann Clin Transl Neurol","2021","2021/03/11","PMC8045921","","10.1002/acn3.51331"
"33765665","Light-weight cross-view hierarchical fusion network for joint localization and identification in Alzheimer's disease with adaptive instance-declined pruning","Han K, Luo J, Xiao Q, Ning Z, Zhang Y.","Phys Med Biol. 2021 Apr 16;66(8). doi: 10.1088/1361-6560/abf200.","Han K","Phys Med Biol","2021","2021/03/25","","","10.1088/1361-6560/abf200"
"33715339","Comprehensive Visual Rating Scale on Magnetic Resonance Imaging: Application to Prodromal Alzheimer Disease","Chung JK, Jang JW.","Ann Geriatr Med Res. 2021 Mar;25(1):39-44. doi: 10.4235/agmr.21.0010. Epub 2021 Mar 15.","Chung JK","Ann Geriatr Med Res","2021","2021/03/15","PMC8024168","","10.4235/agmr.21.0010"
"33860327","Asymmetry of Hippocampal Tau Pathology in Primary Age-Related Tauopathy and Alzheimer Disease","Walker JM, Fudym Y, Farrell K, Iida MA, Bieniek KF, Seshadri S, White CL, Crary JF, Richardson TE.","J Neuropathol Exp Neurol. 2021 Apr 16;80(5):436-445. doi: 10.1093/jnen/nlab032.","Walker JM","J Neuropathol Exp Neurol","2021","2021/04/16","PMC8054137","","10.1093/jnen/nlab032"
"33844185","In vivo detection of beta-amyloid at the nasal cavity and other skull-base sites: a retrospective evaluation of ADNI1/GO","Kapadia A, Desai P, Dmytriw A, Maralani P, Heyn C, Black S, Symons S; Alzheimer’s Disease Neuroimaging Initiative.","Ann Nucl Med. 2021 Apr 12. doi: 10.1007/s12149-021-01614-7. Online ahead of print.","Kapadia A","Ann Nucl Med","2021","2021/04/12","","","10.1007/s12149-021-01614-7"
"33812203","Transcranial Electrical Stimulation targeting limbic cortex increases the duration of human deep sleep","Hathaway E, Morgan K, Carson M, Shusterman R, Fernandez-Corazza M, Luu P, Tucker DM.","Sleep Med. 2021 Mar 8;81:350-357. doi: 10.1016/j.sleep.2021.03.001. Online ahead of print.","Hathaway E","Sleep Med","2021","2021/04/03","","","10.1016/j.sleep.2021.03.001"
"33670317","A Low-Cost Three-Dimensional DenseNet Neural Network for Alzheimer's Disease Early Discovery","Solano-Rojas B, Villalón-Fonseca R.","Sensors (Basel). 2021 Feb 11;21(4):1302. doi: 10.3390/s21041302.","Solano-Rojas B","Sensors (Basel)","2021","2021/03/06","PMC7918042","","10.3390/s21041302"
"33665343","Post-task modulation of resting state EEG differentiates MCI patients from controls","Kavcic V, Daugherty AM, Giordani B.","Alzheimers Dement (Amst). 2021 Feb 20;13(1):e12153. doi: 10.1002/dad2.12153. eCollection 2021.","Kavcic V","Alzheimers Dement (Amst)","2021","2021/03/05","PMC7896632","","10.1002/dad2.12153"
"31212698","Transfer Learning Assisted Classification and Detection of Alzheimer's Disease Stages Using 3D MRI Scans","Maqsood M, Nazir F, Khan U, Aadil F, Jamal H, Mehmood I, Song OY.","Sensors (Basel). 2019 Jun 11;19(11):2645. doi: 10.3390/s19112645.","Maqsood M","Sensors (Basel)","2019","2019/06/20","PMC6603745","","10.3390/s19112645"
"31154242","AVRA: Automatic visual ratings of atrophy from MRI images using recurrent convolutional neural networks","Mårtensson G, Ferreira D, Cavallin L, Muehlboeck JS, Wahlund LO, Wang C, Westman E; Alzheimer's Disease Neuroimaging Initiative.","Neuroimage Clin. 2019;23:101872. doi: 10.1016/j.nicl.2019.101872. Epub 2019 May 25.","Mårtensson G","Neuroimage Clin","2019","2019/06/03","PMC6545397","","10.1016/j.nicl.2019.101872"
"30908241","Leveraging Coupled Interaction for Multimodal Alzheimer's Disease Diagnosis","Shi Y, Suk HI, Gao Y, Lee SW, Shen D.","IEEE Trans Neural Netw Learn Syst. 2020 Jan;31(1):186-200. doi: 10.1109/TNNLS.2019.2900077. Epub 2019 Mar 20.","Shi Y","IEEE Trans Neural Netw Learn Syst","2020","2019/03/26","","","10.1109/TNNLS.2019.2900077"
"30720260","An artificial neural network model for clinical score prediction in Alzheimer disease using structural neuroimaging measures","Bhagwat N, Pipitone J, Voineskos AN, Chakravarty MM; Alzheimer’s Disease Neuroimaging Initiative.","J Psychiatry Neurosci. 2019 Jul 1;44(4):246-260. doi: 10.1503/jpn.180016.","Bhagwat N","J Psychiatry Neurosci","2019","2019/02/06","PMC6606432","","10.1503/jpn.180016"
"30682584","Training recurrent neural networks robust to incomplete data: Application to Alzheimer's disease progression modeling","Mehdipour Ghazi M, Nielsen M, Pai A, Cardoso MJ, Modat M, Ourselin S, Sørensen L; Alzheimer’s Disease Neuroimaging Initiative.","Med Image Anal. 2019 Apr;53:39-46. doi: 10.1016/j.media.2019.01.004. Epub 2019 Jan 12.","Mehdipour Ghazi M","Med Image Anal","2019","2019/01/26","","","10.1016/j.media.2019.01.004"
"29994175","Anatomical Landmark Based Deep Feature Representation for MR Images in Brain Disease Diagnosis","Liu M, Zhang J, Nie D, Yap PT, Shen D.","IEEE J Biomed Health Inform. 2018 Sep;22(5):1476-1485. doi: 10.1109/JBHI.2018.2791863. Epub 2018 Jan 10.","Liu M","IEEE J Biomed Health Inform","2018","2018/07/12","PMC6238951","NIHMS988364","10.1109/JBHI.2018.2791863"
"29107865","Landmark-based deep multi-instance learning for brain disease diagnosis","Liu M, Zhang J, Adeli E, Shen D.","Med Image Anal. 2018 Jan;43:157-168. doi: 10.1016/j.media.2017.10.005. Epub 2017 Oct 27.","Liu M","Med Image Anal","2018","2017/11/07","PMC6203325","NIHMS988365","10.1016/j.media.2017.10.005"
"28731432","Multivariate Approach for Alzheimer's Disease Detection Using Stationary Wavelet Entropy and Predator-Prey Particle Swarm Optimization","Zhang Y, Wang S, Sui Y, Yang M, Liu B, Cheng H, Sun J, Jia W, Phillips P, Gorriz JM.","J Alzheimers Dis. 2018;65(3):855-869. doi: 10.3233/JAD-170069.","Zhang Y","J Alzheimers Dis","2018","2017/07/22","","","10.3233/JAD-170069"
"31789459","APP-derived peptides reflect neurodegeneration in frontotemporal dementia","Illán-Gala I, Pegueroles J, Montal V, Alcolea D, Vilaplana E, Bejanin A, Borrego-Écija S, Sampedro F, Subirana A, Sánchez-Saudinós MB, Rojas-García R, Vanderstichele H, Blesa R, Clarimón J, Antonell A, Lladó A, Sánchez-Valle R, Fortea J, Lleó A.","Ann Clin Transl Neurol. 2019 Dec;6(12):2518-2530. doi: 10.1002/acn3.50948. Epub 2019 Dec 2.","Illán-Gala I","Ann Clin Transl Neurol","2019","2019/12/03","PMC6917306","","10.1002/acn3.50948"
"29240561","Version 3 of the Alzheimer Disease Centers' Neuropsychological Test Battery in the Uniform Data Set (UDS)","Weintraub S, Besser L, Dodge HH, Teylan M, Ferris S, Goldstein FC, Giordani B, Kramer J, Loewenstein D, Marson D, Mungas D, Salmon D, Welsh-Bohmer K, Zhou XH, Shirk SD, Atri A, Kukull WA, Phelps C, Morris JC.","Alzheimer Dis Assoc Disord. 2018 Jan-Mar;32(1):10-17. doi: 10.1097/WAD.0000000000000223.","Weintraub S","Alzheimer Dis Assoc Disord","2018","2017/12/15","PMC5821520","NIHMS910997","10.1097/WAD.0000000000000223"
"31636452","Genetic architecture of subcortical brain structures in 38,851 individuals","Satizabal CL, Adams HHH, Hibar DP, White CC, Knol MJ, Stein JL, Scholz M, Sargurupremraj M, Jahanshad N, Roshchupkin GV, Smith AV, Bis JC, Jian X, Luciano M, Hofer E, Teumer A, van der Lee SJ, Yang J, Yanek LR, Lee TV, Li S, Hu Y, Koh JY, Eicher JD, Desrivières S, Arias-Vasquez A, Chauhan G, Athanasiu L, Rentería ME, Kim S, Hoehn D, Armstrong NJ, Chen Q, Holmes AJ, den Braber A, Kloszewska I, Andersson M, Espeseth T, Grimm O, Abramovic L, Alhusaini S, Milaneschi Y, Papmeyer M, Axelsson T, Ehrlich S, Roiz-Santiañez R, Kraemer B, Håberg AK, Jones HJ, Pike GB, Stein DJ, Stevens A, Bralten J, Vernooij MW, Harris TB, Filippi I, Witte AV, Guadalupe T, Wittfeld K, Mosley TH, Becker JT, Doan NT, Hagenaars SP, Saba Y, Cuellar-Partida G, Amin N, Hilal S, Nho K, Mirza-Schreiber N, Arfanakis K, Becker DM, Ames D, Goldman AL, Lee PH, Boomsma DI, Lovestone S, Giddaluru S, Le Hellard S, Mattheisen M, Bohlken MM, Kasperaviciute D, Schmaal L, Lawrie SM, Agartz I, Walton E, Tordesillas-Gutierrez D, Davies GE, Shin J, Ipser JC, Vinke LN, Hoogman M, Jia T, Burkhardt R, Klein M, Crivello F, Janowitz D, Carmichael O, Haukvik UK, Aribisala BS, Schmidt H, et al.","Nat Genet. 2019 Nov;51(11):1624-1636. doi: 10.1038/s41588-019-0511-y. Epub 2019 Oct 21.","Satizabal CL","Nat Genet","2019","2019/10/23","PMC7055269","NIHMS1553652","10.1038/s41588-019-0511-y"
